,location,surface,rooms,bathrooms,surface_price_rate,premium?,days_from_last_update,price
2473,Barcelona - Camp de l´Arpa,74,2,1,"16,22",False,0,1200
2474,Barcelona - Esquerra Alta de l´Eixample,175,4,2,"16,00",False,5,2800
2475,Barcelona - Les Corts,39,1,1,"22,05",False,0,860
2476,Barcelona - Camp d´en Grassot - Gràcia N.,45,2,1,"16,67",False,3,750
2477,Barcelona - Sant Gervasi - Bonanova,92,2,1,"14,67",False,5,1350
2478,Barcelona - Sants,65,3,1,"12,92",False,0,840
2479,Barcelona - Sant Ramon - Maternitat,60,2,2,"16,67",False,11,1000
2480,Barcelona - Raval,54,1,1,"12,50",False,3,675
2481,Barcelona - Fort Pienc,85,4,2,"14,12",False,0,1200
2482,Barcelona - Gòtic,60,2,13,2,False,0,800
2483,Barcelona - Vila de Gràcia,60,1,1,"29,55",False,0,1773
2484,Barcelona - Dreta de l´Eixample,119,3,2,"13,45",False,0,1600
2485,Barcelona - Dreta de l´Eixample,240,3,4,"16,67",False,8,4000
2486,Barcelona - Vila de Gràcia,40,1,1,"27,50",False,0,1100
2487,Barcelona - Sant Martí,70,3,2,"14,43",False,2,1010
2488,Barcelona - Dreta de l´Eixample,85,3,2,"14,12",False,11,1200
2489,Barcelona - Raval,116,2,1,"9,91",False,0,1150
2490,Barcelona - Sagrada Família,70,2,2,"67,06",False,2,4694
2491,Barcelona - Sagrada Família,55,2,1,"65,35",False,2,3594
2492,Barcelona - Gòtic,55,2,1,"25,96",False,2,1428
2493,Barcelona - Gòtic,55,2,1,"25,22",False,2,1387
2494,Barcelona - Gòtic,55,2,1,"24,27",False,2,1335
2495,Barcelona - Gòtic,55,2,1,"26,55",False,2,1460
2496,Barcelona - Raval,47,1,1,"33,19",False,2,1560
2497,Barcelona - Gòtic,55,2,1,"26,27",False,2,1445
2498,Barcelona - Badal,73,3,1,"11,30",False,0,825
2499,Barcelona - Vila de Gràcia,38,1,1,"16,58",False,0,630
2500,Barcelona - Sant Gervasi - Galvany,184,4,4,"25,54",False,0,4700
2501,Barcelona - Can Baró,68,3,1,"11,47",False,5,780
2502,Barcelona - Dreta de l´Eixample,140,3,2,"10,71",False,2,1500
2503,Barcelona - Esquerra Baixa de l´Eixample,70,3,1,"15,57",False,8,1090
2504,Barcelona - Badal,70,3,2,"12,66",False,9,886
2505,Barcelona - Sant Antoni,130,4,2,"11,54",False,9,1500
2506,Barcelona - Hostafrancs,51,1,1,"13,33",False,0,680
2507,Barcelona - Sant Gervasi - Galvany,259,5,3,"11,39",False,8,2950
2508,Barcelona - Sagrada Família,47,1,1,"20,21",False,0,950
2509,Barcelona - Provençals del Poblenou,90,3,2,"19,89",False,2,1790
2510,Barcelona - Dreta de l´Eixample,80,2,2,"15,63",False,0,1250
2511,Barcelona - Font de la Guatlla,76,3,2,"13,82",False,9,1050
2512,Barcelona - Horta,75,3,2,"14,67",False,0,1100
2513,Barcelona - Poble Sec,60,1,1,"15,00",False,12,900
2514,Barcelona - St. Pere - Sta. Caterina - El Born,40,1,1,"18,75",False,2,750
2515,Barcelona - Sagrada Família,47,2,1,"20,21",False,0,950
2516,Barcelona - St. Pere - Sta. Caterina - El Born,37,1,1,"22,97",False,1,850
2517,Barcelona - Sagrada Família,90,4,2,"12,22",False,0,1100
2518,Barcelona - Sant Gervasi - Galvany,200,25,00,,False,0,5000
2519,Barcelona - Sant Gervasi - Galvany,480,5,6,"17,71",False,2,8500
2520,Barcelona - Sant Ramon - Maternitat,92,3,2,"16,30",False,4,1500
2521,Barcelona - Vilapicina - Torre Llobeta,80,3,2,"10,25",False,2,820
2522,Barcelona - Sant Martí,107,3,2,"10,53",False,0,1127
2523,Barcelona - Dreta de l´Eixample,115,4,2,"12,61",False,0,1450
2524,Barcelona - Sarrià,175,3,3,"16,29",False,0,2850
2525,Barcelona - Sants,53,2,1,"16,79",False,11,890
2526,Barcelona - Sagrada Família,85,4,1,"13,53",False,0,1150
2527,Barcelona - Poble Sec,45,2,1,"15,89",False,0,715
2528,Barcelona - Gòtic,200,6,3,"10,50",False,4,2100
2529,Barcelona - Baix Guinardó,74,3,1,"13,18",False,0,975
2530,Barcelona - Sarrià,153,4,2,"9,15",False,3,1400
2531,Barcelona - Les Corts,70,2,1,"12,86",False,2,900
2532,Barcelona - Sarrià,183,5,3,"13,93",False,0,2550
2533,Barcelona - Sant Ramon - Maternitat,70,3,1,"13,57",False,2,950
2534,Barcelona - Sant Gervasi - Galvany,317,6,5,"8,83",False,0,2800
2535,Barcelona - Les Corts,97,3,2,"13,40",False,0,1300
2536,Barcelona - Dreta de l´Eixample,125,5,2,"12,16",False,5,1520
2537,Barcelona - El Coll,86,2,1,"11,05",False,10,950
2538,Barcelona - Fort Pienc,167,5,2,"10,78",False,2,1800
2539,Barcelona - Vila de Gràcia,73,2,2,"16,44",False,12,1200
2540,Barcelona - Sant Gervasi - Galvany,40,1,1,"23,75",False,3,950
2541,Barcelona - Vila de Gràcia,88,2,1,"10,80",False,0,950
2542,Barcelona - Esquerra Baixa de l´Eixample,106,3,2,"15,09",False,30,1600
2543,Barcelona - Gòtic,50,2,1,"24,00",False,0,1200
2544,Barcelona - Baix Guinardó,66,3,1,"14,39",False,0,950
2545,Barcelona - Sant Antoni,89,3,1,"11,24",False,2,1000
2546,Barcelona - Camp d´en Grassot - Gràcia N.,74,2,1,"14,86",False,0,1100
2547,Barcelona - Guinardó,43,1,1,"16,05",False,12,690
2548,Barcelona - Dreta de l´Eixample,350,9,4,"10,00",False,43,3500
2549,Barcelona - Gòtic,55,2,1,"21,82",False,2,1200
2550,Barcelona - Provençals del Poblenou,108,3,2,"15,39",False,2,1662
2551,Barcelona - Esquerra Baixa de l´Eixample,49,2,1,"18,16",False,0,890
2552,Barcelona - Sants,58,1,14,2,False,4,850
2553,Barcelona - Dreta de l´Eixample,54,1,1,"27,78",False,0,1500
2554,Barcelona - Guinardó,58,3,1,"12,59",False,10,730
2555,Barcelona - Sant Ramon - Maternitat,91,2,1,"17,58",False,2,1600
2556,Barcelona - Sant Andreu,71,2,1,"9,15",False,0,650
2557,Barcelona - Putget - Farró,82,3,1,"15,32",False,10,1256
2558,Barcelona - Provençals del Poblenou,63,3,1,"13,49",False,2,850
2559,Barcelona - Barceloneta,25,1,1,"60,12",False,2,1503
2560,Barcelona - Putget - Farró,75,2,1,"14,00",False,4,1050
2561,Barcelona - Vila de Gràcia,58,2,1,"16,90",False,2,980
2562,Barcelona - Horta,48,3,1,"14,06",False,3,675
2563,Barcelona - Putget - Farró,86,4,2,"13,95",False,0,1200
2564,Barcelona - Provençals del Poblenou,90,3,2,"19,89",False,0,1790
2565,Barcelona - Gòtic,50,2,1,"24,00",False,0,1200
2566,Barcelona - Guinardó,68,2,1,"16,18",False,0,1100
2567,Barcelona - Dreta de l´Eixample,250,4,4,"36,00",False,5,9000
2568,Barcelona - Putget - Farró,99,3,2,"9,60",False,0,950
2569,Barcelona - Sant Genís dels Agudells,65,13,08,,False,3,850
2570,Barcelona - Sant Antoni,61,1,2,"14,59",False,46,890
2571,Barcelona - El Clot,40,1,15,2,False,4,630
2572,Barcelona - Baix Guinardó,78,2,1,"15,38",False,14,1200
2573,Barcelona - Dreta de l´Eixample,104,4,2,"13,08",False,12,1360
2574,Barcelona - Poble Sec,55,2,1,"13,18",False,5,725
2575,Barcelona - Sant Gervasi - Bonanova,140,4,3,"13,93",False,11,1950
2576,Barcelona - Sant Gervasi - Galvany,240,5,3,"12,29",False,2,2950
2577,Barcelona - Taxonera,61,11,48,,False,0,700
2578,Barcelona - Sant Gervasi - Galvany,81,4,2,"16,05",False,13,1300
2579,Barcelona - Sant Gervasi - Galvany,70,1,1,"27,14",False,2,1900
2580,Barcelona - Poble Sec,94,2,2,"9,57",False,4,900
2581,Barcelona - Sant Antoni,40,1,1,"25,00",False,0,1000
2582,Barcelona - El Clot,70,3,1,"11,79",False,2,825
2583,Barcelona - Putget - Farró,85,3,2,"14,12",False,0,1200
2584,Barcelona - Dreta de l´Eixample,85,3,2,"23,52",False,2,1999
2585,Barcelona - Esquerra Baixa de l´Eixample,112,3,2,"14,73",False,0,1650
2586,Barcelona - Les Corts,60,2,1,"15,83",False,0,950
2587,Barcelona - Pedralbes,643,5,5,"27,99",False,8,18000
2588,Barcelona - Glòries El Parc,55,2,1,"28,18",False,11,1550
2589,Barcelona - Dreta de l´Eixample,300,7,4,"11,67",False,3,3500
2590,Barcelona - Gòtic,150,3,2,"10,67",False,12,1600
2591,Barcelona - Barceloneta,33,1,1,"24,24",False,10,800
2592,Barcelona - Sant Andreu,45,1,1,"19,44",False,0,875
2593,Barcelona - Sant Ramon - Maternitat,100,3,2,"14,00",False,3,1400
2594,Barcelona - Raval,82,3,2,"28,05",False,0,2300
2595,Barcelona - Esquerra Baixa de l´Eixample,106,4,3,"13,21",False,3,1400
2596,Barcelona - Sant Gervasi - Bonanova,160,5,3,"13,13",False,0,2100
2597,Barcelona - Dreta de l´Eixample,123,3,2,"11,38",False,0,1400
2598,Barcelona - Gòtic,41,1,1,"18,90",False,5,775
2599,Barcelona - Putget - Farró,236,5,3,"9,75",False,3,2300
2600,Barcelona - St. Pere - Sta. Caterina - El Born,65,2,2,"16,15",False,0,1050
2601,Barcelona - Poble Sec,108,3,2,"8,33",False,0,900
2602,Barcelona - Guinardó,70,3,1,"11,43",False,0,800
2603,Barcelona - Sant Ramon - Maternitat,120,3,2,"13,08",False,0,1569
2604,Barcelona - Raval,45,1,1,"14,89",False,0,670
2605,Barcelona - Sant Andreu,73,3,1,"15,07",False,11,1100
2606,Barcelona - Hostafrancs,76,4,2,"13,82",False,2,1050
2607,Barcelona - Sant Gervasi - Bonanova,170,3,2,"13,24",False,0,2250
2608,Barcelona - Sant Gervasi - Galvany,240,5,2,"8,33",False,11,2000
2609,Barcelona - Les Corts,35,1,1,"58,57",False,2,2050
2610,Barcelona - Les Corts,35,1,1,"58,57",False,2,2050
2611,Barcelona - Raval,20,1,1,"57,50",False,6,1150
2612,Barcelona - Fort Pienc,80,1,1,"21,63",False,2,1730
2613,Barcelona - Sagrada Família,35,1,1,"40,00",False,6,1400
2614,Barcelona - Raval,20,1,1,"57,50",False,2,1150
2615,Barcelona - Sagrada Família,35,1,1,"40,00",False,2,1400
2616,Barcelona - Sants,35,1,1,"37,14",False,2,1300
2617,Barcelona - Les Corts,35,1,1,"58,57",False,2,2050
2618,Barcelona - Raval,20,1,1,"57,50",False,2,1150
2619,Barcelona - Sagrada Família,22,1,1,"52,27",False,6,1150
2620,Barcelona - Gòtic,55,2,1,"25,71",False,3,1414
2621,Barcelona - Dreta de l´Eixample,72,2,3,"54,17",False,2,3900
2622,Barcelona - Gòtic,55,2,1,"26,55",False,2,1460
2623,Barcelona - Barceloneta,45,1,1,"53,78",False,2,2420
2624,Barcelona - Raval,20,1,1,"57,50",False,6,1150
2625,Barcelona - Vila de Gràcia,62,2,1,"86,76",False,2,5379
2626,Barcelona - Les Corts,70,2,1,"24,10",False,2,1687
2627,Barcelona - St. Pere - Sta. Caterina - El Born,33,1,1,"46,21",False,2,1525
2628,Barcelona - Camp d´en Grassot - Gràcia N.,70,2,2,"67,09",False,2,4696
2629,Barcelona - Sant Antoni,65,2,1,"29,23",False,2,1900
2630,Barcelona - Sant Gervasi - Galvany,146,4,1,"10,96",False,0,1600
2631,Barcelona - Pedralbes,201,7,3,"15,67",False,0,3150
2632,Barcelona - Esquerra Alta de l´Eixample,160,4,4,"10,63",False,0,1700
2633,Barcelona - Poble Sec,47,2,1,"14,47",False,3,680
2634,Barcelona - Vallcarca - Penitents,85,3,1,"12,94",False,5,1100
2635,Barcelona - Verdun,60,3,1,"16,58",False,0,995
2636,Barcelona - Sant Gervasi - Bonanova,80,3,2,"22,50",False,11,1800
2637,Barcelona - Les Corts,85,3,2,"15,29",False,0,1300
2638,Barcelona - El Clot,60,2,1,"13,33",False,4,800
2639,Barcelona - Esquerra Baixa de l´Eixample,130,3,2,"13,85",False,12,1800
2640,Barcelona - St. Pere - Sta. Caterina - El Born,65,1,1,"17,69",False,3,1150
2641,Barcelona - Fort Pienc,122,3,2,"11,56",False,9,1410
2642,Barcelona - Raval,40,2,1,"17,50",False,6,700
2643,Barcelona - Esquerra Baixa de l´Eixample,51,1,1,"17,16",False,4,875
2644,Barcelona - Fort Pienc,65,1,1,"15,00",False,4,975
2645,Barcelona - Esquerra Alta de l´Eixample,75,2,2,"18,67",False,2,1400
2646,Barcelona - Vila de Gràcia,40,1,1,"21,25",False,11,850
2647,Barcelona - Sants,55,1,1,"14,36",False,0,790
2648,Barcelona - Les Corts,62,2,1,"14,52",False,0,900
2649,Barcelona - Sagrada Família,72,3,1,"13,19",False,8,950
2650,Barcelona - Sants,65,1,13,2,False,12,895
2651,Barcelona - Badal,75,3,1,"16,00",False,0,1200
2652,Barcelona - Sant Gervasi - Galvany,64,1,12,2,False,0,770
2653,Barcelona - Verdun,74,2,14,2,False,0,1090
2654,Barcelona - Sant Gervasi - Galvany,102,3,2,"32,35",False,0,3300
2655,Barcelona - Sant Gervasi - Bonanova,55,2,1,"13,64",False,0,750
2656,Barcelona - Font d´en Fargas,65,3,1,"11,54",False,0,750
2657,Barcelona - Raval,40,1,1,"21,25",False,0,850
2658,Barcelona - Dreta de l´Eixample,174,4,2,"13,22",False,0,2300
2659,Barcelona - Provençals del Poblenou,96,2,2,"17,71",False,12,1700
2660,Barcelona - Sant Martí,80,3,1,"15,63",False,0,1250
2661,Barcelona - Sant Gervasi - Galvany,132,4,2,"13,26",False,0,1750
2662,Barcelona - Dreta de l´Eixample,84,3,2,"29,76",False,0,2500
2663,Barcelona - Esquerra Alta de l´Eixample,131,3,3,"14,50",False,5,1900
2664,Barcelona - Raval,144,4,2,"13,89",False,0,2000
2665,Barcelona - Sagrada Família,60,2,1,"18,33",False,3,1100
2666,Barcelona - Sants,63,3,1,"13,81",False,0,870
2667,Barcelona - Sagrada Família,87,3,2,"12,07",False,11,1050
2668,Barcelona - Sants,129,4,2,"11,24",False,2,1450
2669,Barcelona - Camp de l´Arpa,74,3,1,"13,38",False,2,990
2670,Barcelona - Raval,55,1,1,"25,45",False,11,1400
2671,Barcelona - Vila de Gràcia,43,1,1,"16,88",False,0,726
2672,Barcelona - Sarrià,67,2,1,"18,66",False,0,1250
2673,Barcelona - Sarrià,100,2,1,"16,00",False,2,1600
2674,Barcelona - Sant Gervasi - Bonanova,133,3,2,"14,11",False,0,1877
2675,Barcelona - La Bordeta,50,1,1,"26,00",False,13,1300
2676,Barcelona - Sant Gervasi - Bonanova,116,2,2,"10,78",False,3,1250
2677,Barcelona - Raval,20,1,1,"57,50",False,2,1150
2678,Barcelona - Sant Andreu,25,1,1,"34,00",False,2,850
2679,Barcelona - Gòtic,45,1,1,"53,78",False,2,2420
2680,Barcelona - Poblenou,56,1,1,"36,61",False,2,2050
2681,Barcelona - El Clot,110,4,2,"10,82",False,0,1190
2682,Barcelona - Porta,78,2,3,"9,62",False,0,750
2683,Barcelona - Guinardó,70,3,1,"10,71",False,5,750
2684,Barcelona - Dreta de l´Eixample,80,1,1,"19,31",False,0,1545
2685,Barcelona - Vallcarca - Penitents,58,3,1,"15,09",False,3,875
2686,Barcelona - Sarrià,134,3,3,"15,30",False,11,2050
2687,Barcelona - Fort Pienc,53,2,1,"21,32",False,0,1130
2688,Barcelona - Diagonal Mar - La Mar Bella,191,3,2,"21,99",False,0,4200
2689,Barcelona - Guinardó,82,3,1,"11,71",False,4,960
2690,Barcelona - Gòtic,165,4,3,"13,03",False,0,2150
2691,Barcelona - Diagonal Mar - La Mar Bella,120,3,2,"25,00",False,4,3000
2692,Barcelona - Sant Gervasi - Bonanova,55,2,1,"14,55",False,10,800
2693,Barcelona - Putget - Farró,70,3,1,"14,93",False,0,1045
2694,Barcelona - Dreta de l´Eixample,131,4,2,"12,82",False,5,1680
2695,Barcelona - Dreta de l´Eixample,53,1,1,"17,45",False,9,925
2696,Barcelona - Dreta de l´Eixample,280,6,5,"19,64",False,0,5500
2697,Barcelona - Vila de Gràcia,69,1,1,"13,19",False,4,910
2698,Barcelona - St. Pere - Sta. Caterina - El Born,50,2,1,"14,00",False,3,700
2699,Barcelona - Badal,55,2,1,"12,55",False,0,690
2700,Barcelona - El Clot,71,3,1,"13,38",False,0,950
2701,Barcelona - Barceloneta,36,1,1,"19,44",False,0,700
2702,Barcelona - Sarrià,70,2,1,"15,71",False,2,1100
2703,Barcelona - Esquerra Baixa de l´Eixample,51,1,1,"22,35",False,0,1140
2704,Barcelona - Les Corts,100,3,2,"13,30",False,2,1330
2705,Barcelona - Fort Pienc,75,2,2,"12,40",False,12,930
2706,Barcelona - Montbau,63,3,1,"13,78",False,0,868
2707,Barcelona - Esquerra Baixa de l´Eixample,100,3,2,"11,00",False,23,1100
2708,Barcelona - Raval,56,2,1,"14,29",False,5,800
2709,Barcelona - Dreta de l´Eixample,150,3,2,"12,67",False,2,1900
2710,Barcelona - Horta,83,3,2,"13,25",False,14,1100
2711,Barcelona - Sant Ramon - Maternitat,63,3,1,"20,00",False,2,1260
2712,Barcelona - El Clot,50,2,1,"14,50",False,11,725
2713,Barcelona - Fort Pienc,120,4,3,"24,17",False,2,2900
2714,Barcelona - Can Baró,67,3,1,"11,42",False,5,765
2715,Barcelona - La Verneda - La Pau,72,3,1,"12,36",False,2,890
2716,Barcelona - Sants,65,3,1,"12,09",False,2,786
2717,Barcelona - St. Pere - Sta. Caterina - El Born,75,2,2,"12,00",False,4,900
2718,Barcelona - Camp d´en Grassot - Gràcia N.,85,2,1,"15,88",False,22,1350
2719,Barcelona - Fort Pienc,58,2,1,"20,17",False,0,1170
2720,Barcelona - Sant Gervasi - Galvany,80,2,2,"17,50",False,3,1400
2721,Barcelona - Poblenou,85,3,1,"10,88",False,2,925
2722,Barcelona - Sant Gervasi - Bonanova,360,5,4,"33,33",False,0,12000
2723,Barcelona - La Salut,90,2,1,"10,28",False,11,925
2724,Barcelona - Les Corts,80,2,1,"16,25",False,7,1300
2725,Barcelona - Sarrià,70,2,2,"17,14",False,3,1200
2726,Barcelona - Esquerra Baixa de l´Eixample,75,3,2,"17,20",False,0,1290
2727,Barcelona - Les Corts,117,2,2,"12,82",False,9,1500
2728,Barcelona - Pedralbes,223,3,3,"13,00",False,4,2900
2729,Barcelona - Dreta de l´Eixample,55,1,1,"19,09",False,0,1050
2730,Barcelona - Dreta de l´Eixample,58,2,1,"36,21",False,0,2100
2731,Barcelona - Gòtic,103,2,1,"12,04",False,5,1240
2732,Barcelona - Sants,62,1,11,2,False,0,722
2733,Barcelona - La Sagrera,60,3,1,"13,75",False,5,825
2734,Barcelona - Sarrià,100,3,2,"16,50",False,13,1650
2735,Barcelona - Gòtic,37,1,1,"31,22",False,2,1155
2736,Barcelona - Esquerra Baixa de l´Eixample,35,1,1,"51,43",False,6,1800
2737,Barcelona - Esquerra Baixa de l´Eixample,35,1,1,"51,43",False,2,1800
2738,Barcelona - Sagrada Família,45,1,1,"35,56",False,2,1600
2739,Barcelona - Sagrada Família,45,1,1,"35,56",False,2,1600
2740,Barcelona - Sant Gervasi - Bonanova,35,1,1,"56,69",False,2,1984
2741,Barcelona - Esquerra Baixa de l´Eixample,35,1,1,"51,43",False,2,1800
2742,Barcelona - Esquerra Baixa de l´Eixample,35,1,1,"51,43",False,2,1800
2743,Barcelona - Sagrada Família,45,1,1,"35,56",False,5,1600
2744,Barcelona - Camp de l´Arpa,35,1,1,"27,14",False,2,950
2745,Barcelona - Gòtic,70,2,1,"27,29",False,2,1910
2746,Barcelona - Sant Antoni,65,2,1,"68,86",False,2,4476
2747,Barcelona - Gòtic,55,2,1,"32,33",False,6,1778
2748,Barcelona - Sant Antoni,55,1,1,"67,38",False,5,3706
2749,Barcelona - Sant Antoni,55,1,1,"61,35",False,2,3374
2750,Barcelona - Camp d´en Grassot - Gràcia N.,55,1,1,"75,38",False,2,4146
2751,Barcelona - Esquerra Baixa de l´Eixample,35,1,1,"51,43",False,2,1800
2752,Barcelona - Esquerra Baixa de l´Eixample,35,1,1,"51,43",False,2,1800
2753,Barcelona - Esquerra Baixa de l´Eixample,35,1,1,"51,43",False,3,1800
2754,Barcelona - Sagrada Família,45,1,1,"35,56",False,6,1600
2755,Barcelona - Sagrada Família,35,1,1,"40,00",False,2,1400
2756,Barcelona - Vila de Gràcia,36,1,1,"21,53",False,0,775
2757,Barcelona - Guinardó,60,2,1,"14,17",False,11,850
2758,Barcelona - Dreta de l´Eixample,88,3,2,"28,41",False,0,2500
2759,Barcelona - Esquerra Alta de l´Eixample,55,2,1,"16,36",False,3,900
2760,Barcelona - Raval,40,2,1,"19,75",False,5,790
2761,Barcelona - La Sagrera,73,2,1,"15,07",False,3,1100
2762,Barcelona - Sant Antoni,80,3,1,"11,88",False,0,950
2763,Barcelona - Diagonal Mar - La Mar Bella,158,2,2,"14,87",False,0,2350
2764,Barcelona - St. Pere - Sta. Caterina - El Born,55,1,23,2,False,11,1300
2765,Barcelona - Sant Gervasi - Bonanova,80,2,1,"14,38",False,4,1150
2766,Barcelona - La Bordeta,54,1,1,"14,72",False,10,795
2767,Barcelona - Poble Sec,52,1,1,"15,38",False,11,800
2768,Barcelona - Gòtic,57,1,1,"15,44",False,4,880
2769,Barcelona - Congrés - Indians,40,2,1,"17,50",False,7,700
2770,Barcelona - Camp de l´Arpa,74,4,1,"12,84",False,3,950
2771,Barcelona - Barceloneta,75,2,1,"13,33",False,5,1000
2772,Barcelona - Vila de Gràcia,48,3,1,"16,35",False,2,785
2773,Barcelona - Camp d´en Grassot - Gràcia N.,48,3,1,"16,35",False,2,785
2774,Barcelona - Sant Gervasi - Bonanova,65,1,1,"19,23",False,0,1250
2775,Barcelona - Sant Gervasi - Bonanova,40,1,1,"19,75",False,5,790
2776,Barcelona - Sant Gervasi - Bonanova,58,3,1,"13,79",False,3,800
2777,Barcelona - Sant Gervasi - Galvany,458,10,5,"6,99",False,14,3200
2778,Barcelona - Dreta de l´Eixample,150,4,3,"23,33",False,4,3500
2779,Barcelona - Dreta de l´Eixample,170,4,2,"12,35",False,4,2100
2780,Barcelona - Sants,70,3,1,"12,79",False,12,895
2781,Barcelona - Sant Gervasi - Galvany,84,2,1,"13,39",False,0,1125
2782,Barcelona - Poblenou,47,2,1,"16,49",False,0,775
2783,Barcelona - Camp de l´Arpa,78,3,1,"10,77",False,5,840
2784,Barcelona - Sant Gervasi - Galvany,50,1,1,"19,80",False,0,990
2785,Barcelona - Sant Andreu,27,1,1,"17,78",False,0,480
2786,Barcelona - Guinardó,58,2,1,"15,09",False,10,875
2787,Barcelona - Sant Gervasi - Galvany,136,4,2,"8,82",False,0,1200
2788,Barcelona - Putget - Farró,48,2,1,"17,19",False,9,825
2789,Barcelona - Putget - Farró,21,1,29,2,False,4,625
2790,Barcelona - Poblenou,60,2,1,"15,00",False,2,900
2791,Barcelona - Vallvidrera - Tibidabo - Les Planes,268,3,3,"26,12",False,5,7000
2792,Barcelona - Guinardó,45,2,1,"16,11",False,9,725
2793,Barcelona - Vila de Gràcia,30,1,1,"25,00",False,10,750
2794,Barcelona - Sagrada Família,55,1,1,"14,18",False,12,780
2795,Barcelona - Dreta de l´Eixample,75,2,2,"19,60",False,0,1470
2796,Barcelona - Dreta de l´Eixample,45,1,1,"28,89",False,0,1300
2797,Barcelona - Sagrada Família,75,3,1,"14,67",False,7,1100
2798,Barcelona - St. Pere - Sta. Caterina - El Born,84,2,1,"15,06",False,6,1265
2799,Barcelona - Sant Ramon - Maternitat,40,1,1,"17,25",False,2,690
2800,Barcelona - Putget - Farró,93,3,2,"10,22",False,0,950
2801,Barcelona - Sant Gervasi - Galvany,110,3,2,"11,82",False,0,1300
2802,Barcelona - Gòtic,69,1,1,"14,49",False,5,1000
2803,Barcelona - Guinardó,38,1,1,"17,11",False,12,650
2804,Barcelona - Poblenou,56,3,1,"14,23",False,3,797
2805,Barcelona - Sant Gervasi - Bonanova,65,3,2,"19,23",False,0,1250
2806,Barcelona - Navas,70,2,1,"12,43",False,0,870
2807,Barcelona - Esquerra Alta de l´Eixample,136,2,3,"22,06",False,0,3000
2808,Barcelona - Sarrià,150,4,2,"19,33",False,2,2900
2809,Barcelona - Sant Gervasi - Galvany,90,2,1,"15,56",False,0,1400
2810,Barcelona - Barceloneta,25,1,1,"20,00",False,2,500
2811,Barcelona - Sant Andreu,25,1,1,"34,00",False,2,850
2812,Barcelona - Putget - Farró,125,3,2,"7,20",False,11,900
2813,Barcelona - Sant Gervasi - Galvany,259,4,3,"11,39",False,9,2950
2814,Barcelona - Verdun,90,4,1,"11,66",False,0,1049
2815,Barcelona - Raval,80,2,1,"11,88",False,0,950
2816,Barcelona - Sant Antoni,52,2,1,"15,96",False,46,830
2817,Barcelona - Sant Gervasi - Bonanova,72,2,1,"18,75",False,0,1350
2818,Barcelona - Putget - Farró,200,3,3,"20,00",False,0,4000
2819,Barcelona - Vallcarca - Penitents,80,3,1,"11,88",False,5,950
2820,Barcelona - La Bordeta,50,1,1,"25,10",False,2,1255
2821,Barcelona - La Bordeta,56,2,1,"25,18",False,2,1410
2822,Barcelona - La Bordeta,84,3,2,"22,68",False,2,1905
2823,Barcelona - St. Pere - Sta. Caterina - El Born,32,1,18,2,False,4,600
2824,Barcelona - Esquerra Baixa de l´Eixample,60,2,1,"13,17",False,0,790
2825,Barcelona - Can Baró,46,2,1,"15,11",False,3,695
2826,Barcelona - Putget - Farró,57,3,1,"18,42",False,2,1050
2827,Barcelona - Sants,64,3,1,"12,72",False,4,814
2828,Barcelona - Fort Pienc,65,1,1,"12,31",False,2,800
2829,Barcelona - Poble Sec,52,2,1,"14,42",False,0,750
2830,Barcelona - St. Pere - Sta. Caterina - El Born,90,1,2,"24,44",False,0,2200
2831,Barcelona - Barceloneta,85,2,2,"28,82",False,0,2450
2832,Barcelona - Sant Antoni,68,2,2,"16,91",False,0,1150
2833,Barcelona - Barceloneta,63,2,1,"31,75",False,0,2000
2834,Barcelona - La Marina-Montjuïc,80,3,2,"13,44",False,4,1075
2835,Barcelona - Esquerra Baixa de l´Eixample,151,3,2,"13,25",False,5,2000
2836,Barcelona - Dreta de l´Eixample,56,1,16,2,False,9,925
2837,Barcelona - Dreta de l´Eixample,175,4,2,"10,86",False,0,1900
2838,Barcelona - St. Pere - Sta. Caterina - El Born,70,2,1,"10,71",False,0,750
2839,Barcelona - Dreta de l´Eixample,92,4,2,"15,04",False,9,1384
2840,Barcelona - Sagrada Família,50,1,1,"19,00",False,3,950
2841,Barcelona - Poble Sec,60,2,1,"14,17",False,0,850
2842,Barcelona - Sant Gervasi - Galvany,73,3,2,"11,64",False,9,850
2843,Barcelona - Sant Gervasi - Galvany,77,3,2,"15,58",False,9,1200
2844,Barcelona - Camp de l´Arpa,95,4,2,"10,16",False,0,965
2845,Barcelona - Raval,1,2,2,"0,98",False,0,1250
2846,Barcelona - Les Corts,100,2,2,"12,50",False,0,1250
2847,Barcelona - Sagrada Família,79,3,1,"12,41",False,0,980
2848,Barcelona - Les Corts,87,3,1,"13,79",False,3,1200
2849,Barcelona - Horta,63,2,1,"14,92",False,0,940
2850,Barcelona - Vila de Gràcia,140,3,2,"10,36",False,0,1450
2851,Barcelona - Sant Gervasi - Galvany,85,2,2,"14,12",False,5,1200
2852,Barcelona - Putget - Farró,75,1,1,"15,73",False,0,1180
2853,Barcelona - Vallcarca - Penitents,106,3,2,"8,96",False,2,950
2854,Barcelona - Bon Pastor,50,2,1,"14,40",False,2,720
2855,Barcelona - Camp de l´Arpa,50,1,21,2,False,0,1075
2856,Barcelona - Raval,90,3,2,"12,22",False,2,1100
2857,Barcelona - Bon Pastor,80,2,1,"1.975,00",False,0,158000
