,location,surface,rooms,bathrooms,surface_price_rate,premium?,days_from_last_update,price
855,Barcelona - Esquerra Baixa de l´Eixample,70,3,1,"14,29",False,5,1000
856,Barcelona - Vila de Gràcia,93,3,1,"10,22",False,0,950
857,Barcelona - Sants,88,2,2,"18,18",False,3,1600
858,Barcelona - Badal,51,2,1,"21,57",False,12,1100
859,Barcelona - Dreta de l´Eixample,94,3,2,"26,60",False,5,2500
860,Barcelona - Esquerra Alta de l´Eixample,82,2,2,"13,41",False,2,1100
861,Barcelona - Gòtic,35,1,1,"18,57",False,5,650
862,Barcelona - Glòries El Parc,70,3,1,"12,14",False,4,850
863,Barcelona - Esquerra Baixa de l´Eixample,63,2,2,"16,56",False,10,1043
864,Barcelona - Sagrada Família,78,4,1,"12,64",False,5,986
865,Barcelona - Sant Gervasi - Galvany,93,12,90,,False,10,1200
866,Barcelona - Les Corts,71,2,2,"18,75",False,10,1331
867,Barcelona - Camp d´en Grassot - Gràcia N.,135,3,2,"14,07",False,0,1900
868,Barcelona - Gòtic,60,1,1,"25,00",False,11,1500
869,Barcelona - Sarrià,70,1,1,"11,93",False,3,835
870,Barcelona - Dreta de l´Eixample,80,1,1,"24,38",False,0,1950
871,Barcelona - Camp de l´Arpa,105,3,2,"18,57",False,5,1950
872,Barcelona - Taxonera,185,3,2,"11,89",False,5,2200
873,Barcelona - Sant Gervasi - Galvany,437,4,4,"27,46",False,5,12000
874,Barcelona - St. Pere - Sta. Caterina - El Born,50,1,1,"15,00",False,4,750
875,Barcelona - Poble Sec,77,3,1,"12,34",False,11,950
876,Barcelona - Vila de Gràcia,83,4,2,"11,45",False,4,950
877,Barcelona - Sant Gervasi - Galvany,206,5,3,"19,42",False,0,4000
878,Barcelona - Badal,60,3,1,"13,33",False,5,800
879,Barcelona - Vila de Gràcia,41,1,1,"21,41",False,10,878
880,Barcelona - Gòtic,72,2,1,"23,61",False,13,1700
881,Barcelona - Gòtic,72,4,1,"27,78",False,12,2000
882,Barcelona - Raval,43,1,1,"18,37",False,0,790
883,Barcelona - Sant Gervasi - Galvany,110,3,2,"13,18",False,5,1450
884,Barcelona - Raval,100,2,24,2,False,3,2400
885,Barcelona - Dreta de l´Eixample,71,2,1,"28,17",False,5,2000
886,Barcelona - Raval,65,2,2,"17,69",False,2,1150
887,Barcelona - Sarrià,154,3,3,"13,31",False,4,2050
888,Barcelona - Camp de l´Arpa,72,3,1,"13,89",False,0,1000
889,Barcelona - Tres Torres,170,4,2,"18,24",False,3,3100
890,Barcelona - Sant Ramon - Maternitat,123,3,2,"12,20",False,2,1500
891,Barcelona - Vallvidrera - Tibidabo - Les Planes,268,2,2,"26,12",False,3,7000
892,Barcelona - Diagonal Mar - La Mar Bella,99,2,2,"11,28",False,2,1117
893,Barcelona - Tres Torres,81,2,2,"15,43",False,0,1250
894,Barcelona - Vila de Gràcia,60,1,1,"31,83",False,0,1910
895,Barcelona - Hostafrancs,90,3,1,"14,44",False,3,1300
896,Barcelona - Tres Torres,117,4,3,"18,58",False,4,2174
897,Barcelona - Sant Antoni,55,3,2,"18,73",False,0,1030
898,Barcelona - Esquerra Alta de l´Eixample,120,4,2,"12,08",False,0,1450
899,Barcelona - Sant Ramon - Maternitat,118,4,2,"12,54",False,10,1480
900,Barcelona - Gòtic,84,4,1,"14,29",False,4,1200
901,Barcelona - Vallcarca - Penitents,95,3,2,"10,00",False,5,950
902,Barcelona - Putget - Farró,50,1,1,"16,00",False,3,800
903,Barcelona - Sagrada Família,85,2,2,"11,18",False,0,950
904,Barcelona - Sant Antoni,140,5,2,"8,93",False,9,1250
905,Barcelona - Dreta de l´Eixample,102,2,2,"17,65",False,0,1800
906,Barcelona - Diagonal Mar - La Mar Bella,82,2,2,"28,66",False,2,2350
907,Barcelona - Dreta de l´Eixample,71,2,1,"28,17",False,0,2000
908,Barcelona - Vallvidrera - Tibidabo - Les Planes,86,2,2,"15,12",False,5,1300
909,Barcelona - Sant Gervasi - Galvany,83,3,1,"22,77",False,0,1890
910,Barcelona - Gòtic,82,2,2,"18,29",False,0,1500
911,Barcelona - Putget - Farró,75,3,2,"13,33",False,0,1000
912,Barcelona - Besòs - Maresme,95,2,2,"12,11",False,9,1150
913,Barcelona - Tres Torres,133,4,3,"20,30",False,0,2700
914,Barcelona - Dreta de l´Eixample,50,1,1,"27,00",False,5,1350
915,Barcelona - Tres Torres,316,5,4,"12,50",False,0,3950
916,Barcelona - Raval,65,2,1,"17,69",False,0,1150
917,Barcelona - Poblenou,120,3,2,"15,33",False,2,1840
918,Barcelona - Gòtic,79,2,1,"16,46",False,3,1300
919,Barcelona - Sarrià,80,2,1,"18,75",False,2,1500
920,Barcelona - Sant Gervasi - Galvany,133,4,3,"16,59",False,2,2206
921,Barcelona - Camp de l´Arpa,60,3,1,"15,83",False,2,950
922,Barcelona - Esquerra Baixa de l´Eixample,51,1,1,"23,53",False,0,1200
923,Barcelona - Barceloneta,40,1,1,"31,25",False,10,1250
924,Barcelona - Fort Pienc,120,4,3,"24,17",False,2,2900
925,Barcelona - Poblenou,75,1,1,"24,00",False,4,1800
926,Barcelona - Dreta de l´Eixample,55,1,1,"27,27",False,0,1500
927,Barcelona - Vila de Gràcia,93,1,1,"9,78",False,0,910
928,Barcelona - St. Pere - Sta. Caterina - El Born,75,2,2,"20,67",False,5,1550
929,Barcelona - Les Corts,58,1,1,"16,38",False,10,950
930,Barcelona - Poble Sec,98,2,2,"14,29",False,5,1400
931,Barcelona - La Sagrera,85,3,1,"9,71",False,5,825
932,Barcelona - Badal,77,2,1,"16,88",False,2,1300
933,Barcelona - Dreta de l´Eixample,120,3,2,"20,83",False,5,2500
934,Barcelona - Vila de Gràcia,48,1,1,"18,08",False,10,868
935,Barcelona - Vila de Gràcia,55,1,1,"17,25",False,9,949
936,Barcelona - Sant Gervasi - Galvany,80,3,2,"16,88",False,4,1350
937,Barcelona - Taxonera,225,5,3,"9,78",False,5,2200
938,Barcelona - Barceloneta,34,1,1,"25,74",False,13,875
939,Barcelona - Barceloneta,34,1,1,"25,74",False,0,875
940,Barcelona - Bon Pastor,63,2,1,"10,87",False,3,685
941,Barcelona - Raval,94,2,2,"21,28",False,5,2000
942,Barcelona - La Salut,55,2,1,"14,36",False,3,790
943,Barcelona - Vallvidrera - Tibidabo - Les Planes,86,2,2,"16,51",False,5,1420
944,Barcelona - Sant Gervasi - Galvany,89,4,2,"12,36",False,5,1100
945,Barcelona - Poblenou,109,4,2,"16,06",False,3,1750
946,Barcelona - Sant Gervasi - Galvany,89,4,2,"12,36",False,2,1100
947,Barcelona - Pedralbes,285,4,4,"22,81",False,3,6500
948,Barcelona - Congrés - Indians,62,3,1,"14,92",False,4,925
949,Barcelona - Glòries El Parc,92,3,1,"16,30",False,5,1500
950,Barcelona - St. Pere - Sta. Caterina - El Born,98,3,1,"15,31",False,5,1500
951,Barcelona - Font d´en Fargas,125,1,1,"7,60",False,2,950
952,Barcelona - Camp de l´Arpa,95,3,2,"20,53",False,5,1950
953,Barcelona - Sant Gervasi - Bonanova,44,1,1,"23,14",False,10,1018
954,Barcelona - Glòries El Parc,78,3,1,"16,67",False,3,1300
955,Barcelona - Raval,46,1,1,"26,09",False,2,1200
956,Barcelona - St. Pere - Sta. Caterina - El Born,60,1,1,"20,00",False,0,1200
957,Barcelona - Camp d´en Grassot - Gràcia N.,70,3,1,"17,43",False,4,1220
958,Barcelona - Gòtic,67,2,2,"20,15",False,0,1350
959,Barcelona - Badal,82,3,2,"12,20",False,23,1000
960,Barcelona - Vallcarca - Penitents,105,3,2,"14,29",False,5,1500
961,Barcelona - Dreta de l´Eixample,76,2,1,"25,00",False,4,1900
962,Barcelona - Sant Gervasi - Galvany,60,2,1,"45,00",False,5,2700
963,Barcelona - Sant Gervasi - Bonanova,160,3,2,"24,38",False,5,3900
964,Barcelona - Vila de Gràcia,183,4,2,"8,06",False,22,1475
965,Barcelona - Les Corts,110,4,2,"13,64",False,9,1500
966,Barcelona - Esquerra Alta de l´Eixample,80,2,1,"24,38",False,2,1950
967,Barcelona - Sagrada Família,62,2,1,"15,32",False,4,950
968,Barcelona - Raval,80,2,2,"20,00",False,3,1600
969,Barcelona - Fort Pienc,120,4,3,"24,17",False,3,2900
970,Barcelona - Raval,90,2,2,"22,22",False,0,2000
971,Barcelona - Pedralbes,279,5,4,"21,51",False,4,6000
972,Barcelona - Badal,77,2,1,"16,88",False,5,1300
973,Barcelona - Sant Antoni,51,2,1,"22,55",False,3,1150
974,Barcelona - Dreta de l´Eixample,70,2,1,"30,00",False,5,2100
975,Barcelona - Vila de Gràcia,57,1,1,"19,30",False,10,1100
976,Barcelona - Raval,63,2,2,"14,68",False,3,925
977,Barcelona - Diagonal Mar - La Mar Bella,92,3,2,"14,02",False,4,1290
978,Barcelona - Tres Torres,243,5,3,"14,36",False,5,3490
979,Barcelona - Gòtic,70,2,2,"22,86",False,0,1600
980,Barcelona - Sant Gervasi - Galvany,190,5,2,"10,26",False,5,1950
981,Barcelona - Vallvidrera - Tibidabo - Les Planes,190,4,3,"11,67",False,5,2218
982,Barcelona - Dreta de l´Eixample,88,3,2,"27,27",False,0,2400
983,Barcelona - St. Pere - Sta. Caterina - El Born,63,3,1,"15,87",False,5,1000
984,Barcelona - Raval,40,1,1,"17,50",False,0,700
985,Barcelona - Poble Sec,75,2,2,"16,00",False,10,1200
986,Barcelona - Sarrià,200,5,4,"17,50",False,5,3500
987,Barcelona - Sant Gervasi - Galvany,140,3,2,"57,14",False,0,8000
988,Barcelona - Guinardó,58,3,1,"12,93",False,10,750
989,Barcelona - Raval,80,2,2,"20,00",False,7,1600
990,Barcelona - Vila de Gràcia,41,1,1,"21,17",False,10,868
991,Barcelona - Sant Gervasi - Galvany,82,3,1,"15,93",False,10,1306
992,Barcelona - Sant Gervasi - Bonanova,46,1,1,"19,96",False,10,918
993,Barcelona - Dreta de l´Eixample,40,1,1,"21,70",False,10,868
994,Barcelona - La Salut,66,3,1,"15,95",False,10,1053
995,Barcelona - Sarrià,201,3,3,"14,18",False,5,2850
996,Barcelona - Dreta de l´Eixample,70,2,1,"21,43",False,4,1500
997,Barcelona - Sant Ramon - Maternitat,104,3,2,"16,35",False,4,1700
998,Barcelona - Vilapicina - Torre Llobeta,69,3,1,"13,77",False,3,950
999,Barcelona - Sant Gervasi - Galvany,57,2,1,"47,37",False,2,2700
1000,Barcelona - Dreta de l´Eixample,201,3,2,"19,90",False,5,4000
1001,Barcelona - Poble Sec,47,1,1,"16,49",False,2,775
1002,Barcelona - Sant Gervasi - Galvany,126,5,3,"15,08",False,2,1900
1003,Barcelona - Barceloneta,34,1,1,"25,74",False,0,875
1004,Barcelona - Camp de l´Arpa,95,3,2,"20,53",False,0,1950
1005,Barcelona - Raval,70,1,2,"15,71",False,5,1100
1006,Barcelona - Putget - Farró,70,2,2,"17,84",False,2,1249
1007,Barcelona - Les Corts,102,3,2,"6.176,47",False,0,630000
1008,Barcelona - Poble Sec,120,5,2,"12,50",False,0,1500
1009,Barcelona - Poble Sec,84,3,2,"21,43",False,5,1800
1010,Barcelona - Esquerra Alta de l´Eixample,63,2,1,"15,87",False,14,1000
1011,Barcelona - Dreta de l´Eixample,340,6,3,"8,09",False,0,2750
1012,Barcelona - Raval,63,1,1,"22,70",False,0,1430
1013,Barcelona - Sant Gervasi - Bonanova,85,3,1,"12,94",False,2,1100
1014,Barcelona - Dreta de l´Eixample,90,2,2,"19,44",False,5,1750
1015,Barcelona - Dreta de l´Eixample,50,1,1,"19,00",False,2,950
1016,Barcelona - Sant Martí,98,4,2,"10,71",False,3,1050
1017,Barcelona - Raval,32,1,1,"26,56",False,2,850
1018,Barcelona - Vila Olímpica,150,4,3,"12,67",False,2,1900
1019,Barcelona - Dreta de l´Eixample,180,3,3,"27,78",False,5,5000
1020,Barcelona - Diagonal Mar - La Mar Bella,70,2,2,"22,79",False,2,1595
1021,Barcelona - Sant Gervasi - Galvany,58,2,1,"46,55",False,5,2700
1022,Barcelona - Sant Gervasi - Galvany,50,1,1,"50,00",False,2,2500
1023,Barcelona - St. Pere - Sta. Caterina - El Born,84,2,1,"11,79",False,5,990
1024,Barcelona - Gòtic,60,1,1,"16,50",False,5,990
1025,Barcelona - Raval,77,3,1,"12,01",False,5,925
1026,Barcelona - Putget - Farró,46,1,1,"20,83",False,10,958
1027,Barcelona - Sant Gervasi - Bonanova,46,1,1,"19,87",False,10,914
1028,Barcelona - Sarrià,145,4,2,"13,79",False,0,2000
1029,Barcelona - Dreta de l´Eixample,260,3,4,"17,31",False,5,4500
1030,Barcelona - St. Pere - Sta. Caterina - El Born,49,2,1,"17,35",False,2,850
1031,Barcelona - Camp d´en Grassot - Gràcia N.,50,1,1,"15,00",False,4,750
1032,Barcelona - Tres Torres,275,5,4,"12,36",False,0,3400
1033,Barcelona - Sant Gervasi - Galvany,322,5,5,"15,22",False,5,4900
1034,Barcelona - Putget - Farró,65,2,1,"22,31",False,8,1450
1035,Barcelona - Gòtic,52,2,1,"23,08",False,5,1200
1036,Barcelona - Pedralbes,115,4,3,"18,26",False,6,2100
1037,Barcelona - Raval,68,2,2,"15,44",False,3,1050
1038,Barcelona - Navas,98,3,1,"11,73",False,5,1150
1039,Barcelona - Sant Gervasi - Bonanova,42,1,2,"22,62",False,2,950
1040,Barcelona - Dreta de l´Eixample,90,2,2,"29,44",False,5,2650
1041,Barcelona - Raval,84,3,2,"13,10",False,3,1100
1042,Barcelona - St. Pere - Sta. Caterina - El Born,31,1,1,"19,35",False,2,600
1043,Barcelona - St. Pere - Sta. Caterina - El Born,90,3,2,"20,00",False,0,1800
1044,Barcelona - St. Pere - Sta. Caterina - El Born,67,1,1,"44,78",False,0,3000
1045,Barcelona - Raval,79,2,2,"25,32",False,0,2000
1046,Barcelona - Dreta de l´Eixample,120,3,2,"19,17",False,2,2300
1047,Barcelona - Dreta de l´Eixample,70,2,1,"28,57",False,2,2000
1048,Barcelona - Sant Gervasi - Galvany,380,5,5,"12,63",False,5,4800
1049,Barcelona - Vallvidrera - Tibidabo - Les Planes,146,3,3,"19,18",False,3,2800
1050,Barcelona - Camp d´en Grassot - Gràcia N.,45,1,1,"18,44",False,10,830
1051,Barcelona - Dreta de l´Eixample,152,3,2,"27,63",False,13,4200
1052,Barcelona - Prosperitat,71,3,1,"9,39",False,0,667
1053,Barcelona - Vila de Gràcia,75,2,1,"21,33",False,5,1600
1054,Barcelona - Sant Gervasi - Galvany,50,1,1,"50,00",False,5,2500
1055,Barcelona - Raval,61,2,1,"14,43",False,2,880
1056,Barcelona - Esquerra Alta de l´Eixample,102,2,1,"9,31",False,0,950
1057,Barcelona - St. Pere - Sta. Caterina - El Born,80,2,2,"40,00",False,0,3200
1058,Barcelona - Sant Gervasi - Galvany,179,4,3,"21,79",False,0,3900
1059,Barcelona - Esquerra Alta de l´Eixample,80,3,2,"19,38",False,5,1550
1060,Barcelona - Sant Gervasi - Galvany,155,4,3,"15,48",False,4,2400
1061,Barcelona - Vila de Gràcia,55,1,1,"15,45",False,11,850
1062,Barcelona - Sant Gervasi - Galvany,89,4,2,"12,36",False,5,1100
1063,Barcelona - Dreta de l´Eixample,107,2,2,"18,50",False,5,1980
1064,Barcelona - Taxonera,114,3,2,"19,30",False,3,2200
1065,Barcelona - Dreta de l´Eixample,107,2,2,"18,50",False,5,1980
1066,Barcelona - Vila de Gràcia,30,1,1,"19,17",False,0,575
1067,Barcelona - Dreta de l´Eixample,67,2,1,"29,85",False,0,2000
1068,Barcelona - Sant Gervasi - Bonanova,50,1,1,"20,42",False,10,1021
1069,Barcelona - Can Baró,100,3,2,"14,75",False,5,1475
1070,Barcelona - Dreta de l´Eixample,80,1,1,"20,00",False,0,1600
1071,Barcelona - Esquerra Alta de l´Eixample,55,2,1,"25,45",False,5,1400
1072,Barcelona - Gòtic,36,1,1,"25,00",False,5,900
1073,Barcelona - Badal,65,2,1,"13,85",False,0,900
1074,Barcelona - Gòtic,128,5,2,"23,44",False,0,3000
1075,Barcelona - Dreta de l´Eixample,70,2,1,"17,86",False,0,1250
1076,Barcelona - Hostafrancs,71,2,2,"14,08",False,2,1000
1077,Barcelona - Poblenou,68,3,1,"13,24",False,5,900
1078,Barcelona - Esquerra Baixa de l´Eixample,73,2,2,"13,70",False,2,1000
1079,Barcelona - Sant Gervasi - Galvany,146,3,2,"11,99",False,0,1750
1080,Barcelona - Sant Gervasi - Galvany,146,3,2,"11,99",False,0,1750
1081,Barcelona - Sant Gervasi - Bonanova,75,3,2,"24,00",False,5,1800
1082,Barcelona - Sants,95,4,2,"13,42",False,5,1275
1083,Barcelona - Sant Antoni,53,2,1,"22,64",False,0,1200
1084,Barcelona - Guinardó,70,2,1,"11,86",False,12,830
1085,Barcelona - Putget - Farró,45,1,1,"21,93",False,10,987
1086,Barcelona - Sagrada Família,65,3,1,"14,62",False,0,950
1087,Barcelona - Camp de l´Arpa,79,3,1,"15,82",False,2,1250
1088,Barcelona - Vallcarca - Penitents,95,2,2,"14,42",False,13,1370
1089,Barcelona - Raval,121,3,3,"19,01",False,0,2300
1090,Barcelona - Barceloneta,38,1,1,"18,42",False,19,700
1091,Barcelona - Vilapicina - Torre Llobeta,75,3,1,"12,00",False,2,900
1092,Barcelona - Sarrià,80,3,1,"14,50",False,0,1160
1093,Barcelona - Sant Gervasi - Bonanova,76,2,1,"16,74",False,0,1272
1094,Barcelona - St. Pere - Sta. Caterina - El Born,80,3,2,"22,50",False,0,1800
1095,Barcelona - Sant Gervasi - Bonanova,90,3,4,"11,06",False,9,995
1096,Barcelona - Camp d´en Grassot - Gràcia N.,65,3,2,"13,85",False,3,900
1097,Barcelona - Dreta de l´Eixample,64,2,2,"18,59",False,9,1190
1098,Barcelona - Font de la Guatlla,28,1,1,"30,89",False,2,865
1099,Barcelona - Sants,95,4,2,"13,42",False,5,1275
1100,Barcelona - Vila de Gràcia,120,2,3,"13,75",False,5,1650
1101,Barcelona - Hostafrancs,50,2,1,"16,50",False,3,825
1102,Barcelona - Vila de Gràcia,53,1,1,"17,75",False,9,941
1103,Barcelona - Sant Gervasi - Bonanova,47,2,1,"17,55",False,11,825
1104,Barcelona - Tres Torres,99,3,2,"16,16",False,3,1600
1105,Barcelona - Pedralbes,650,6,7,"30,60",False,0,19890
1106,Barcelona - Esquerra Baixa de l´Eixample,64,1,2,"20,94",False,2,1340
1107,Barcelona - Sant Antoni,120,5,2,"12,50",False,5,1500
1108,Barcelona - Poble Sec,80,2,2,"16,25",False,3,1300
1109,Barcelona - Sant Gervasi - Galvany,89,4,2,"12,36",False,4,1100
1110,Barcelona - St. Pere - Sta. Caterina - El Born,62,2,1,"14,52",False,3,900
1111,Barcelona - Esquerra Baixa de l´Eixample,65,3,1,"13,85",False,5,900
1112,Barcelona - Sant Gervasi - Galvany,180,4,3,"16,11",False,5,2900
1113,Barcelona - Sant Gervasi - Galvany,140,4,2,"13,57",False,5,1900
1114,Barcelona - Raval,90,2,2,"22,22",False,0,2000
1115,Barcelona - Sagrada Família,73,2,1,"13,56",False,5,990
1116,Barcelona - Raval,70,1,1,"15,00",False,2,1050
1117,Barcelona - La Marina-Montjuïc,60,1,1,"13,83",False,2,830
1118,Barcelona - Poble Sec,54,3,1,"14,35",False,5,775
1119,Barcelona - Sant Gervasi - Galvany,217,5,2,"8,99",False,0,1950
1120,Barcelona - Diagonal Mar - La Mar Bella,70,2,2,"22,14",False,2,1550
1121,Barcelona - St. Pere - Sta. Caterina - El Born,45,1,1,"28,89",False,5,1300
1122,Barcelona - Esquerra Alta de l´Eixample,85,2,1,"26,47",False,5,2250
1123,Barcelona - Sagrada Família,95,3,2,"11,58",False,2,1100
1124,Barcelona - Putget - Farró,75,3,1,"12,00",False,3,900
1125,Barcelona - Tres Torres,86,2,2,"19,77",False,3,1700
1126,Barcelona - Raval,55,1,1,"23,64",False,5,1300
1127,Barcelona - Esquerra Baixa de l´Eixample,40,1,1,"30,88",False,4,1235
1128,Barcelona - St. Pere - Sta. Caterina - El Born,80,1,1,"18,75",False,0,1500
1129,Barcelona - Dreta de l´Eixample,128,4,2,"10,94",False,0,1400
1130,Barcelona - Dreta de l´Eixample,96,5,2,"15,63",False,4,1500
1131,Barcelona - Navas,65,2,2,"13,08",False,9,850
1132,Barcelona - Sant Andreu,76,4,1,"11,78",False,9,895
1133,Barcelona - Esquerra Baixa de l´Eixample,80,3,2,"30,00",False,2,2400
1134,Barcelona - Pedralbes,225,4,6,"37,70",False,0,8482
1135,Barcelona - St. Pere - Sta. Caterina - El Born,40,1,1,"28,75",False,5,1150
1136,Barcelona - Vila de Gràcia,65,2,1,"13,08",False,4,850
1137,Barcelona - Sant Andreu,240,2,2,"10,83",False,0,2600
1138,Barcelona - Putget - Farró,170,3,3,"16,47",False,5,2800
1139,Barcelona - Raval,85,2,2,"20,00",False,0,1700
1140,Barcelona - Raval,85,2,2,"20,00",False,0,1700
1141,Barcelona - Raval,44,2,1,"14,77",False,3,650
1142,Barcelona - Font d´en Fargas,185,1,2,"8,11",False,4,1500
1143,Barcelona - Gòtic,75,1,1,"16,00",False,5,1200
1144,Barcelona - La Bordeta,74,2,2,"17,57",False,5,1300
1145,Barcelona - Putget - Farró,135,5,2,"14,44",False,9,1950
1146,Barcelona - Sarrià,65,1,1,"16,15",False,5,1050
1147,Barcelona - Sagrada Família,67,2,1,"13,81",False,0,925
1148,Barcelona - Putget - Farró,86,2,1,"16,86",False,3,1450
1149,Barcelona - Sant Gervasi - Bonanova,141,4,2,"11,70",False,0,1650
1150,Barcelona - Sant Gervasi - Galvany,131,4,2,"9,92",False,3,1300
1151,Barcelona - Taxonera,60,2,1,"14,17",False,2,850
1152,Barcelona - St. Pere - Sta. Caterina - El Born,40,1,1,"26,25",False,5,1050
1153,Barcelona - St. Pere - Sta. Caterina - El Born,40,1,1,"26,25",False,5,1050
1154,Barcelona - La Bordeta,70,3,1,"15,71",False,4,1100
1155,Barcelona - Tres Torres,57,2,1,"14,91",False,0,850
1156,Barcelona - Putget - Farró,50,1,1,"19,80",False,2,990
1157,Barcelona - Raval,70,1,1,"15,00",False,2,1050
1158,Barcelona - Glòries El Parc,92,3,1,"16,30",False,4,1500
1159,Barcelona - Sagrada Família,70,2,1,"22,86",False,0,1600
1160,Barcelona - Sant Gervasi - Galvany,218,6,3,"11,70",False,4,2550
1161,Barcelona - Esquerra Baixa de l´Eixample,103,3,2,"11,17",False,10,1150
1162,Barcelona - La Salut,70,2,1,"13,57",False,5,950
1163,Barcelona - Vilapicina - Torre Llobeta,67,3,1,"14,18",False,8,950
1164,Barcelona - Dreta de l´Eixample,80,4,1,"11,25",False,2,900
1165,Barcelona - Vilapicina - Torre Llobeta,77,3,2,"11,96",False,0,921
1166,Barcelona - Pedralbes,96,2,2,"25,53",False,0,2451
1167,Barcelona - Dreta de l´Eixample,140,4,4,"20,71",False,3,2900
1168,Barcelona - Dreta de l´Eixample,116,3,2,"17,24",False,3,2000
1169,Barcelona - Sarrià,254,5,3,"17,72",False,0,4500
1170,Barcelona - Sant Gervasi - Galvany,145,3,3,"11,38",False,10,1650
1171,Barcelona - Gòtic,52,2,1,"23,08",False,5,1200
1172,Barcelona - St. Pere - Sta. Caterina - El Born,83,2,1,"13,25",False,5,1100
1173,Barcelona - Carmel,55,3,1,"16,82",False,9,925
1174,Barcelona - Hostafrancs,40,1,1,"21,25",False,2,850
1175,Barcelona - Fort Pienc,25,1,1,"34,00",False,2,850
1176,Barcelona - Raval,65,1,1,"17,69",False,5,1150
1177,Barcelona - Gòtic,55,1,1,"21,82",False,5,1200
1178,Barcelona - Fort Pienc,88,3,2,"12,50",False,2,1100
1179,Barcelona - Camp de l´Arpa,60,3,1,"14,67",False,2,880
1180,Barcelona - Sant Gervasi - Bonanova,66,3,1,"15,91",False,0,1050
1181,Barcelona - Sant Andreu,70,3,2,"15,71",False,2,1100
1182,Barcelona - Sant Gervasi - Galvany,195,4,2,"12,82",False,12,2500
1183,Barcelona - Sant Andreu,73,3,1,"15,07",False,0,1100
1184,Barcelona - Camp de l´Arpa,75,3,12,2,False,0,950
1185,Barcelona - Roquetes,98,4,2,"9,69",False,2,950
1186,Barcelona - Gòtic,55,1,1,"23,18",False,13,1275
1187,Barcelona - Badal,60,2,1,"13,33",False,3,800
1188,Barcelona - El Coll,52,1,1,"12,50",False,10,650
1189,Barcelona - Dreta de l´Eixample,61,1,1,"24,59",False,0,1500
1190,Barcelona - Camp de l´Arpa,120,3,1,"13,75",False,5,1650
1191,Barcelona - Sant Gervasi - Galvany,100,2,1,"36,00",False,3,3600
1192,Barcelona - Les Corts,80,3,2,"15,31",False,2,1225
1193,Barcelona - Camp de l´Arpa,84,2,1,"11,30",False,4,949
1194,Barcelona - Pedralbes,230,4,4,"13,70",False,0,3150
1195,Barcelona - Poble Sec,91,3,1,"8,79",False,4,800
1196,Barcelona - Putget - Farró,76,3,1,"12,50",False,2,950
1197,Barcelona - Sant Gervasi - Galvany,170,4,3,"17,65",False,19,3000
1198,Barcelona - Vallvidrera - Tibidabo - Les Planes,620,10,6,"32,26",False,0,20000
1199,Barcelona - Pedralbes,645,5,5,"27,91",False,0,18000
1200,Barcelona - Raval,90,3,2,"13,89",False,3,1250
1201,Barcelona - Esquerra Alta de l´Eixample,71,3,2,"14,79",False,3,1050
1202,Barcelona - Sant Ramon - Maternitat,68,4,1,"12,87",False,3,875
1203,Barcelona - Hostafrancs,82,3,1,"20,43",False,0,1675
1204,Barcelona - Camp d´en Grassot - Gràcia N.,76,2,1,"15,79",False,0,1200
1205,Barcelona - Vallcarca - Penitents,167,3,2,"10,78",False,12,1800
1206,Barcelona - Vila de Gràcia,30,1,1,"53,67",False,0,1610
1207,Barcelona - Sant Gervasi - Galvany,76,3,2,"12,17",False,3,925
1208,Barcelona - Font de la Guatlla,60,2,1,"14,67",False,2,880
1209,Barcelona - Poble Sec,47,1,1,"17,02",False,5,800
1210,Barcelona - St. Pere - Sta. Caterina - El Born,55,2,1,"14,55",False,5,800
1211,Barcelona - Sagrada Família,30,1,1,"24,17",False,3,725
1212,Barcelona - Sarrià,104,2,2,"16,35",False,2,1700
1213,Barcelona - Putget - Farró,66,3,1,"16,06",False,0,1060
1214,Barcelona - La Sagrera,44,2,1,"17,05",False,3,750
1215,Barcelona - La Salut,82,2,1,"13,41",False,2,1100
1216,Barcelona - Glòries El Parc,70,3,1,"12,43",False,22,870
1217,Barcelona - Sant Gervasi - Galvany,68,2,1,"11,62",False,0,790
1218,Barcelona - Sant Gervasi - Galvany,100,4,2,"11,00",False,4,1100
1219,Barcelona - Sant Antoni,87,1,10,2,False,2,955
1220,Barcelona - Sant Antoni,47,1,18,2,False,2,855
1221,Barcelona - Sant Andreu,70,3,1,"11,00",False,0,770
1222,Barcelona - Raval,48,2,1,"20,83",False,3,1000
1223,Barcelona - Esquerra Alta de l´Eixample,60,2,1,"17,50",False,2,1050
1224,Barcelona - Diagonal Mar - La Mar Bella,80,2,2,"21,61",False,0,1729
1225,Barcelona - Sant Ramon - Maternitat,145,4,3,"12,76",False,2,1850
1226,Barcelona - Pedralbes,450,5,5,"13,33",False,0,6000
1227,Barcelona - Vila de Gràcia,100,1,1,"10,50",False,4,1050
1228,Barcelona - Gòtic,56,2,1,"14,91",False,9,835
1229,Barcelona - Putget - Farró,66,3,1,"16,65",False,0,1099
1230,Barcelona - Porta,73,2,1,"17,12",False,0,1250
1231,Barcelona - Sant Ramon - Maternitat,64,3,1,"14,84",False,11,950
1232,Barcelona - Dreta de l´Eixample,70,1,2,"19,29",False,12,1350
1233,Barcelona - Sant Gervasi - Bonanova,129,3,2,"20,74",False,0,2676
1234,Barcelona - Camp de l´Arpa,80,3,1,"15,63",False,5,1250
